"conflict_id","exclusion_id","conflict_type","department","detail","source_ids","requires_human_review"
"EXC-CONFLICT-371D9404B8495AC1","EXC-CANDIDATE-DB67AE133DC087AE","candidate_possible_duplicate","montevideo","Sugerencia verified_new; no se fusionó automáticamente.","candidate:144","true"
"EXC-CONFLICT-D01EB2AD6FE42ADC","EXC-CANDIDATE-8B6564C46D72FBC8","candidate_possible_duplicate","montevideo","Sugerencia needs_review; no se fusionó automáticamente.","candidate:145","true"
"EXC-CONFLICT-8A796BF4BD0491F6","EXC-CANDIDATE-03C272A659E8571E","candidate_possible_duplicate","montevideo","Sugerencia needs_review; no se fusionó automáticamente.","candidate:146","true"
"EXC-CONFLICT-FCFFD14A31711D5C","EXC-CANDIDATE-A64D535247888B54","candidate_possible_duplicate","montevideo","Sugerencia needs_review; no se fusionó automáticamente.","candidate:147","true"
"EXC-CONFLICT-AC5C3437E9075519","EXC-CANDIDATE-E7BCAA6C8DA6D967","candidate_possible_duplicate","montevideo","Sugerencia needs_review; no se fusionó automáticamente.","candidate:148","true"
"EXC-CONFLICT-5D9EB5A6F6D1BF55","EXC-CANDIDATE-4118E1FC7D54C715","candidate_possible_duplicate","montevideo","Sugerencia needs_review; no se fusionó automáticamente.","candidate:149","true"
"EXC-CONFLICT-F3E3F699C568CADF","EXC-CANDIDATE-AC0C9E3D9DDDDE78","candidate_possible_duplicate","montevideo","Sugerencia needs_review; no se fusionó automáticamente.","candidate:150","true"
"EXC-CONFLICT-113D1E78E9621608","EXC-CANDIDATE-17A53BF09457C77F","candidate_possible_duplicate","montevideo","Sugerencia needs_review; no se fusionó automáticamente.","candidate:151","true"
"EXC-CONFLICT-BED78D78639449FE","EXC-CANDIDATE-CA04B646C40311C1","candidate_possible_duplicate","montevideo","Sugerencia needs_review; no se fusionó automáticamente.","candidate:152","true"
"EXC-CONFLICT-EB02B74C979ABFA9","EXC-CANDIDATE-AD76AAF055FF46A1","candidate_possible_duplicate","montevideo","Sugerencia needs_review; no se fusionó automáticamente.","candidate:153","true"
"EXC-CONFLICT-22C6DE5AFB6B6138","EXC-CANDIDATE-8DEC87742E48B59B","candidate_possible_duplicate","montevideo","Sugerencia needs_review; no se fusionó automáticamente.","candidate:154","true"
"EXC-CONFLICT-94E79C888B7A18D4","EXC-CANDIDATE-A5BA93AE2C38D725","candidate_possible_duplicate","montevideo","Sugerencia needs_review; no se fusionó automáticamente.","candidate:155","true"
"EXC-CONFLICT-BD0AD4223A0C7094","EXC-CANDIDATE-2F87148E0A2A709E","candidate_possible_duplicate","montevideo","Sugerencia needs_review; no se fusionó automáticamente.","candidate:156","true"
"EXC-CONFLICT-64AEBA626381BCA6","EXC-CANDIDATE-642B04AF38214503","candidate_possible_duplicate","montevideo","Sugerencia needs_review; no se fusionó automáticamente.","candidate:157","true"
"EXC-CONFLICT-E9819EFCCE8D517D","EXC-CANDIDATE-BC4AE190031BC1D1","candidate_possible_duplicate","montevideo","Sugerencia needs_review; no se fusionó automáticamente.","candidate:158","true"
"EXC-CONFLICT-C7876376CACB1A29","EXC-CANDIDATE-215C6705C3F10B46","candidate_possible_duplicate","montevideo","Sugerencia needs_review; no se fusionó automáticamente.","candidate:159","true"
"EXC-CONFLICT-B41E279040BB9104","EXC-CANDIDATE-7316470664816347","candidate_possible_duplicate","montevideo","Sugerencia needs_review; no se fusionó automáticamente.","candidate:160","true"
"EXC-CONFLICT-D82482E993F03241","EXC-CANDIDATE-21FF6792674CEF22","candidate_possible_duplicate","montevideo","Sugerencia needs_review; no se fusionó automáticamente.","candidate:161","true"
"EXC-CONFLICT-7A988EECBD2EFD1D","EXC-CANDIDATE-F4E0FAA05AAC1A85","candidate_possible_duplicate","montevideo","Sugerencia needs_review; no se fusionó automáticamente.","candidate:162","true"
"EXC-CONFLICT-BDA62CB578596C46","EXC-CANDIDATE-364C3065B00C2666","candidate_possible_duplicate","montevideo","Sugerencia needs_review; no se fusionó automáticamente.","candidate:163","true"
"EXC-CONFLICT-FA247ADB53ABFFE6","EXC-CANDIDATE-58422D6B81BB3275","candidate_possible_duplicate","montevideo","Sugerencia needs_review; no se fusionó automáticamente.","candidate:164","true"
"EXC-CONFLICT-D5847939FA8A6B03","EXC-CANDIDATE-742B04A50992E9A4","candidate_possible_duplicate","montevideo","Sugerencia needs_review; no se fusionó automáticamente.","candidate:165","true"
"EXC-CONFLICT-4F4C072B5FA171A8","EXC-CANDIDATE-6D2E4FFE84CE1E40","candidate_possible_duplicate","montevideo","Sugerencia needs_review; no se fusionó automáticamente.","candidate:166","true"
"EXC-CONFLICT-A671272F48F0E841","EXC-CANDIDATE-630F77124F7F0C65","candidate_possible_duplicate","montevideo","Sugerencia needs_review; no se fusionó automáticamente.","candidate:167","true"
"EXC-CONFLICT-D744480DACCF8CC4","EXC-CANDIDATE-C396E52C707FD12B","candidate_possible_duplicate","montevideo","Sugerencia needs_review; no se fusionó automáticamente.","candidate:168","true"
"EXC-CONFLICT-3175441717A9D771","EXC-CANDIDATE-3497B06609B3F7E9","candidate_possible_duplicate","montevideo","Sugerencia needs_review; no se fusionó automáticamente.","candidate:169","true"
"EXC-CONFLICT-EB0654506FF8B043","EXC-CANDIDATE-E21AED264813606A","candidate_possible_duplicate","montevideo","Sugerencia needs_review; no se fusionó automáticamente.","candidate:170","true"
"EXC-CONFLICT-7700B5DD0F03C1CC","EXC-CANDIDATE-E6698CB45F831D05","candidate_possible_duplicate","montevideo","Sugerencia needs_review; no se fusionó automáticamente.","candidate:171","true"
"EXC-CONFLICT-60383E5A3AAE7950","EXC-CANDIDATE-DC342E4E98D755A0","candidate_possible_duplicate","montevideo","Sugerencia needs_review; no se fusionó automáticamente.","candidate:172","true"
"EXC-CONFLICT-62A6DCFA55C3662F","EXC-CANDIDATE-BCD445A871CEED97","candidate_possible_duplicate","montevideo","Sugerencia needs_review; no se fusionó automáticamente.","candidate:173","true"
"EXC-CONFLICT-2A52EC254F097621","EXC-CANDIDATE-044E800DB34CA901","candidate_possible_duplicate","montevideo","Sugerencia needs_review; no se fusionó automáticamente.","candidate:174","true"
"EXC-CONFLICT-F0BE0E0B60FD4C0E","EXC-CANDIDATE-CAE71C0C44FC2B68","candidate_possible_duplicate","montevideo","Sugerencia needs_review; no se fusionó automáticamente.","candidate:175","true"
"EXC-CONFLICT-9F11497EE0CEC17D","EXC-CANDIDATE-0E1D3C0E9A97BE90","candidate_possible_duplicate","montevideo","Sugerencia needs_review; no se fusionó automáticamente.","candidate:176","true"
"EXC-CONFLICT-E770915A9CFDE508","EXC-CANDIDATE-0151409348186AA3","candidate_possible_duplicate","montevideo","Sugerencia needs_review; no se fusionó automáticamente.","candidate:177","true"
"EXC-CONFLICT-228BB712527B65D8","EXC-CANDIDATE-AC6243D6694F52CB","candidate_possible_duplicate","montevideo","Sugerencia needs_review; no se fusionó automáticamente.","candidate:178","true"
"EXC-CONFLICT-0650E489EB4664EE","EXC-CANDIDATE-212F186C9009514D","candidate_possible_duplicate","montevideo","Sugerencia verified_new; no se fusionó automáticamente.","candidate:179","true"
"EXC-CONFLICT-B3422F230FC2C571","EXC-CANDIDATE-147094B21A182774","candidate_possible_duplicate","montevideo","Sugerencia needs_review; no se fusionó automáticamente.","candidate:180","true"
"EXC-CONFLICT-FD4A6483A841CDDF","EXC-CANDIDATE-147094B21A182774","candidate_missing_exact_address","montevideo","La pista no tiene dirección física exacta; no es geocodificable todavía.","candidate:180","true"
"EXC-CONFLICT-156B1365EBC83E5A","EXC-CANDIDATE-154FA29C6C6D62BE","candidate_possible_duplicate","montevideo","Sugerencia needs_review; no se fusionó automáticamente.","candidate:181","true"
"EXC-CONFLICT-BDF4BD862B98E242","EXC-CANDIDATE-154FA29C6C6D62BE","candidate_missing_exact_address","montevideo","La pista no tiene dirección física exacta; no es geocodificable todavía.","candidate:181","true"
"EXC-CONFLICT-708579BB9B10F4F7","EXC-CANDIDATE-99DC8E7A3F70CCB4","candidate_possible_duplicate","montevideo","Sugerencia needs_review; no se fusionó automáticamente.","candidate:182","true"
"EXC-CONFLICT-F06710D80BE3541C","EXC-CANDIDATE-1935AC4F8425152C","candidate_possible_duplicate","montevideo","Sugerencia needs_review; no se fusionó automáticamente.","candidate:183","true"
"EXC-CONFLICT-9C78085B7008E8F0","EXC-CANDIDATE-84FD3C33DC5A9E5B","candidate_possible_duplicate","","Sugerencia probable_match; no se fusionó automáticamente.","osm-review:openstreetmap:node/10671335950","true"
"EXC-CONFLICT-7C6A7B4F077FC9ED","EXC-CANDIDATE-597FD2D8586456CE","candidate_possible_duplicate","","Sugerencia probable_match; no se fusionó automáticamente.","osm-review:openstreetmap:node/12599439415","true"
"EXC-CONFLICT-69E6D353736F8F08","EXC-CANDIDATE-D2B3E3FA48FCCFB0","candidate_missing_exact_address","","La pista no tiene dirección física exacta; no es geocodificable todavía.","osm-review:openstreetmap:node/12599453403","true"
"EXC-CONFLICT-1D6E21D840C7787A","EXC-CANDIDATE-7D33A13CEB5A3B64","candidate_possible_duplicate","","Sugerencia probable_match; no se fusionó automáticamente.","osm-review:openstreetmap:node/13067352454","true"
"EXC-CONFLICT-E2EA10A1FC732250","EXC-CANDIDATE-3F2A4961B0F7D753","candidate_possible_duplicate","","Sugerencia probable_match; no se fusionó automáticamente.","osm-review:openstreetmap:node/13130842101","true"
"EXC-CONFLICT-C29E19DA5E35DDE8","EXC-CANDIDATE-BA169C2669D2991A","candidate_possible_duplicate","","Sugerencia probable_match; no se fusionó automáticamente.","osm-review:openstreetmap:node/5144543221","true"
"EXC-CONFLICT-1B24F6542769D482","EXC-CANDIDATE-A6A38721A68E9C28","candidate_possible_duplicate","","Sugerencia probable_match; no se fusionó automáticamente.","osm-review:openstreetmap:node/6404947885","true"
"EXC-CONFLICT-8BB29D37058D7700","EXC-CANDIDATE-1738DE799FFD143A","candidate_possible_duplicate","","Sugerencia probable_match; no se fusionó automáticamente.","osm-review:openstreetmap:node/6466087985","true"
"EXC-CONFLICT-5C4AD0EAE6BDA803","EXC-CANDIDATE-8EAD1D3B00183CDE","social_phone_not_retained_privacy_guard","paysandu","Los teléfonos de la investigación social no se copian al índice hasta que una revisión humana los clasifique como contacto institucional.","paysandu:instagram:paysandu:hogar-emanuel","false"
"EXC-CONFLICT-E8F679BE6C670ECB","EXC-CANDIDATE-1DE30AE96F13B558","social_phone_not_retained_privacy_guard","Paysandú","Los teléfonos de la investigación social no se copian al índice hasta que una revisión humana los clasifique como contacto institucional.","paysandu:instagram:paysandu:lore-car","false"
"EXC-CONFLICT-3232722ACC88159C","EXC-CANDIDATE-19C3FD05CEBD0E8E","social_phone_not_retained_privacy_guard","Paysandú","Los teléfonos de la investigación social no se copian al índice hasta que una revisión humana los clasifique como contacto institucional.","paysandu:instagram:paysandu:maria-carolina","false"
"EXC-CONFLICT-31CE052136DD34DE","EXC-CANDIDATE-A4ECEB19913258CE","social_phone_not_retained_privacy_guard","paysandu","Los teléfonos de la investigación social no se copian al índice hasta que una revisión humana los clasifique como contacto institucional.","paysandu:instagram:paysandu:como-en-casa:uruguay-1896","false"
"EXC-CONFLICT-E67066C408A90539","EXC-CANDIDATE-F8088BDC5625F27C","social_phone_not_retained_privacy_guard","paysandu","Los teléfonos de la investigación social no se copian al índice hasta que una revisión humana los clasifique como contacto institucional.","paysandu:instagram:paysandu:como-en-casa:bulevar-artigas-1237","false"
"EXC-CONFLICT-CB017597CED89E64","EXC-CANDIDATE-747BA4C4CEFE4EDF","social_phone_not_retained_privacy_guard","paysandu","Los teléfonos de la investigación social no se copian al índice hasta que una revisión humana los clasifique como contacto institucional.","paysandu:instagram:paysandu:bellanova","false"
"EXC-CONFLICT-6FE04A24A9DBE2FD","EXC-CANDIDATE-1E60981CADD62326","social_phone_not_retained_privacy_guard","Paysandú","Los teléfonos de la investigación social no se copian al índice hasta que una revisión humana los clasifique como contacto institucional.","paysandu:instagram:paysandu:colibri","false"
"EXC-CONFLICT-4521AC6AD92FA372","EXC-CANDIDATE-EB4211BC6A004781","social_phone_not_retained_privacy_guard","paysandu","Los teléfonos de la investigación social no se copian al índice hasta que una revisión humana los clasifique como contacto institucional.","paysandu:instagram:paysandu:mi-sueno","false"
"EXC-CONFLICT-9AF62091C9A750B6","EXC-CANDIDATE-C2415C148E197078","social_phone_not_retained_privacy_guard","paysandu","Los teléfonos de la investigación social no se copian al índice hasta que una revisión humana los clasifique como contacto institucional.","paysandu:instagram:paysandu:casa-betel","false"
"EXC-CONFLICT-6041220CCE425C4E","EXC-CANDIDATE-5C6471DAF888D0A9","social_phone_not_retained_privacy_guard","paysandu","Los teléfonos de la investigación social no se copian al índice hasta que una revisión humana los clasifique como contacto institucional.","paysandu:instagram:paysandu:santa-lucia","false"
"EXC-CONFLICT-A32B61F2E28ACF4F","EXC-CANDIDATE-6AE8A3278317838E","social_phone_not_retained_privacy_guard","Paysandú","Los teléfonos de la investigación social no se copian al índice hasta que una revisión humana los clasifique como contacto institucional.","paysandu:instagram:paysandu:san-cono","false"
"EXC-CONFLICT-C3319CF97E3113A0","EXC-CANDIDATE-242D4C5DCC758DA1","social_phone_not_retained_privacy_guard","Paysandú","Los teléfonos de la investigación social no se copian al índice hasta que una revisión humana los clasifique como contacto institucional.","paysandu:instagram:paysandu:carpe-diem","false"
"EXC-CONFLICT-EBDB118358BE6181","EXC-CANDIDATE-F7C438DD9A5A34CB","social_phone_not_retained_privacy_guard","Paysandú","Los teléfonos de la investigación social no se copian al índice hasta que una revisión humana los clasifique como contacto institucional.","paysandu:instagram:paysandu:enrique-chaplin","false"
"EXC-CONFLICT-280BCCEC2BE13EA4","EXC-CANDIDATE-9F950B12D2CF5D1B","social_phone_not_retained_privacy_guard","Paysandú","Los teléfonos de la investigación social no se copian al índice hasta que una revisión humana los clasifique como contacto institucional.","paysandu:instagram:paysandu:casa-provenza","false"
"EXC-CONFLICT-A45D551E0593A5FA","EXC-CANDIDATE-8FC6FE7FE25FF85B","candidate_non_exact_address","artigas","Precisión de dirección: door_number_with_cross_streets.","artigas:public-web:artigas-city:residencial-oasis","true"
"EXC-CONFLICT-5959CAD18D4F6DBD","EXC-CANDIDATE-8FC6FE7FE25FF85B","social_phone_not_retained_privacy_guard","artigas","Los teléfonos de la investigación social no se copian al índice hasta que una revisión humana los clasifique como contacto institucional.","artigas:public-web:artigas-city:residencial-oasis","false"
"EXC-CONFLICT-B8D7BEA6A3EFCDE7","EXC-CANDIDATE-E7759F6265D6FCF3","candidate_non_exact_address","artigas","Precisión de dirección: door_number.","artigas:public-web:artigas-city:residencial-fenix","true"
"EXC-CONFLICT-4E3E3512D24F816E","EXC-CANDIDATE-E7759F6265D6FCF3","social_phone_not_retained_privacy_guard","artigas","Los teléfonos de la investigación social no se copian al índice hasta que una revisión humana los clasifique como contacto institucional.","artigas:public-web:artigas-city:residencial-fenix","false"
"EXC-CONFLICT-116A529596F59C7B","EXC-CANDIDATE-EB51CD605238E0E9","candidate_non_exact_address","artigas","Precisión de dirección: door_number.","artigas:public-web:artigas-city:residencial-dulce-hogar","true"
"EXC-CONFLICT-EB9457647FB40E03","EXC-CANDIDATE-EB51CD605238E0E9","social_phone_not_retained_privacy_guard","artigas","Los teléfonos de la investigación social no se copian al índice hasta que una revisión humana los clasifique como contacto institucional.","artigas:public-web:artigas-city:residencial-dulce-hogar","false"
"EXC-CONFLICT-959498B1AA3BB88D","EXC-CANDIDATE-4C992DEAC01FA614","candidate_non_exact_address","artigas","Precisión de dirección: intersection.","artigas:public-web:artigas-city:residencial-aurora","true"
"EXC-CONFLICT-E40DEFEE549E0990","EXC-CANDIDATE-4C992DEAC01FA614","social_phone_not_retained_privacy_guard","artigas","Los teléfonos de la investigación social no se copian al índice hasta que una revisión humana los clasifique como contacto institucional.","artigas:public-web:artigas-city:residencial-aurora","false"
"EXC-CONFLICT-59B4FDE9E2B82169","EXC-CANDIDATE-2294EAD5FAA7E3F6","candidate_non_exact_address","artigas","Precisión de dirección: door_number_with_cross_streets.","artigas:public-web:artigas-city:residencial-anos-dorados","true"
"EXC-CONFLICT-5C6333B34A3DEBAD","EXC-CANDIDATE-2294EAD5FAA7E3F6","social_phone_not_retained_privacy_guard","artigas","Los teléfonos de la investigación social no se copian al índice hasta que una revisión humana los clasifique como contacto institucional.","artigas:public-web:artigas-city:residencial-anos-dorados","false"
"EXC-CONFLICT-306867F263919465","EXC-CANDIDATE-FC5A4E0632E4AA45","candidate_non_exact_address","artigas","Precisión de dirección: street_without_door_number.","artigas:public-web:artigas-city:hogar-de-ancianos-artigas","true"
"EXC-CONFLICT-B37AC832C8EFA279","EXC-CANDIDATE-FC5A4E0632E4AA45","social_phone_not_retained_privacy_guard","artigas","Los teléfonos de la investigación social no se copian al índice hasta que una revisión humana los clasifique como contacto institucional.","artigas:public-web:artigas-city:hogar-de-ancianos-artigas","false"
"EXC-CONFLICT-39914EFB8C107300","EXC-CANDIDATE-CF5F17FB13D4E4C7","candidate_non_exact_address","Artigas","Precisión de dirección: street_without_door_number.","artigas:public-web:artigas:baltasar-brum:hogar-don-martin","true"
"EXC-CONFLICT-3E8FDD880A73236B","EXC-CANDIDATE-CF5F17FB13D4E4C7","social_phone_not_retained_privacy_guard","Artigas","Los teléfonos de la investigación social no se copian al índice hasta que una revisión humana los clasifique como contacto institucional.","artigas:public-web:artigas:baltasar-brum:hogar-don-martin","false"
"EXC-CONFLICT-926E2C38C214B7C8","EXC-CANDIDATE-FAE467C60AC716D5","candidate_non_exact_address","Artigas","Precisión de dirección: street_without_door_number.","artigas:public-web:artigas:bella-union-cuareim:hogar-elida-moreira","true"
"EXC-CONFLICT-F34F7ED9E75B0E9F","EXC-CANDIDATE-FAE467C60AC716D5","social_phone_not_retained_privacy_guard","Artigas","Los teléfonos de la investigación social no se copian al índice hasta que una revisión humana los clasifique como contacto institucional.","artigas:public-web:artigas:bella-union-cuareim:hogar-elida-moreira","false"
"EXC-CONFLICT-AF23F57D31C7B029","EXC-CANDIDATE-4E44544BFDE032D3","candidate_non_exact_address","artigas","Precisión de dirección: historical_door_number.","artigas:public-web:artigas-city:residencial-tulipanes-historical","true"
"EXC-CONFLICT-638857930DDED40B","EXC-CANDIDATE-4E44544BFDE032D3","social_phone_not_retained_privacy_guard","artigas","Los teléfonos de la investigación social no se copian al índice hasta que una revisión humana los clasifique como contacto institucional.","artigas:public-web:artigas-city:residencial-tulipanes-historical","false"
"EXC-CONFLICT-C6945D938117CAAD","EXC-OFFICIAL-ELP-0002","split_multivalue_contact","Artigas","phone: 2 valores separados conservadoramente","","true"
"EXC-CONFLICT-C5E45D42E7E4E633","EXC-OFFICIAL-ELP-0028","split_multivalue_contact","Canelones","phone: 2 valores separados conservadoramente","","true"
"EXC-CONFLICT-BE0DD09C39F3B1F9","EXC-OFFICIAL-ELP-0032","split_multivalue_contact","Canelones","phone: 2 valores separados conservadoramente","","true"
"EXC-CONFLICT-1416DEC03F5FB1C1","EXC-OFFICIAL-ELP-0188","split_multivalue_contact","Florida","phone: 2 valores separados conservadoramente","","true"
"EXC-CONFLICT-BA52DD3A711FC27A","EXC-OFFICIAL-ELP-0198","split_multivalue_contact","Lavalleja","phone: 2 valores separados conservadoramente","","true"
"EXC-CONFLICT-FAA198A2AD4947A4","EXC-OFFICIAL-ELP-0756","split_multivalue_contact","San José","phone: 2 valores separados conservadoramente","","true"
"EXC-CONFLICT-B5B23BFCC42EEB2C","EXC-OFFICIAL-ELP-0797","split_multivalue_contact","Soriano","phone: 2 valores separados conservadoramente","","true"
"EXC-CONFLICT-1B2AD351AAEEF2E5","EXC-OFFICIAL-ELP-0280","split_multivalue_contact","Montevideo","phone: 2 valores separados conservadoramente","","true"
"EXC-CONFLICT-CD396AFE61BCFD0D","EXC-OFFICIAL-ELP-0686","address_difference","Montevideo","La dirección heredada difiere de la agrupación oficial vinculada.","","true"
"EXC-CONFLICT-5BE54BD8F96888A8","EXC-OFFICIAL-ELP-0656","split_multivalue_contact","Montevideo","phone: 2 valores separados conservadoramente","","true"
"EXC-CONFLICT-B5857F3BCF5903FB","EXC-OFFICIAL-ELP-0484","address_difference","Montevideo","La dirección heredada difiere de la agrupación oficial vinculada.","","true"
